ID,Dutch_Orig,English_gloss,High_Language_HL,Contemporary_Equiv_HL,Low_Language_LL,Contemporary_Equiv_LL,Remarks_Split,Remarks_Category,Remarks_Orig,pagenum
104,Kooken,cook,pa-boeah,pahbñh,,,ME: pahbñh (or babñh?) ‘cook’,Rm_Contemporary_Enggano_Translation,"Kähler p. 27 epahabəha ‘act of cooking’ or bahəha ‘be cooking’?
ME: pahbñh (or babñh?) ‘cook’",13
104,Kooken,cook,pa-boeah,pahbñh,,,Kähler p. 27 epahabəha ‘act of cooking’ or bahəha ‘be cooking’?,Rm_Kahler,"Kähler p. 27 epahabəha ‘act of cooking’ or bahəha ‘be cooking’?
ME: pahbñh (or babñh?) ‘cook’",13
105,Verkoopen,sell,pekèlie,kñdia’,,,ME: kñdia’ ‘sell’,Rm_Contemporary_Enggano_Translation,"Kähler p. 215 kodía’a ‘sell’, prefix ba-/pa- unexplained 
ME: kñdia’ ‘sell’",13
105,Verkoopen,sell,pekèlie,kñdia’,,,"Kähler p. 215 kodía’a ‘sell’, prefix ba-/pa- unexplained ",Rm_Kahler,"Kähler p. 215 kodía’a ‘sell’, prefix ba-/pa- unexplained 
ME: kñdia’ ‘sell’",13
106,Koopen,buy,kapa-beoh,(kapabehoa’),,,"ME: kapabehoa’ ‘accused of stealing’ (with pa...a’ < beh ‘steal’), kahėr ‘buy’ (Kähler p. 215 k(i)odi ‘buy’)",Rm_Contemporary_Enggano_Translation,"unclear, but this resembles ‘steal’ (cf. below)
ME: kapabehoa’ ‘accused of stealing’ (with pa...a’ < beh ‘steal’), kahėr ‘buy’ (Kähler p. 215 k(i)odi ‘buy’)",13
106,Koopen,buy,kapa-beoh,(kapabehoa’),,,"unclear, but this resembles ‘steal’ (cf. below)",Rm_Others,"unclear, but this resembles ‘steal’ (cf. below)
ME: kapabehoa’ ‘accused of stealing’ (with pa...a’ < beh ‘steal’), kahėr ‘buy’ (Kähler p. 215 k(i)odi ‘buy’)",13
107,Stelen,steal,pah-beoh,babeh,,,"ME: kabeh ‘steal’ / kababeh ‘bu-form’, pabehoa’ ‘accused of stealing’ (pa-a’), cf. ‘buy’",Rm_Contemporary_Enggano_Translation,"Kähler p. 27 babeho ‘be stealing’
ME: kabeh ‘steal’ / kababeh ‘bu-form’, pabehoa’ ‘accused of stealing’ (pa-a’), cf. ‘buy’",13
107,Stelen,steal,pah-beoh,babeh,,,Kähler p. 27 babeho ‘be stealing’,Rm_Kahler,"Kähler p. 27 babeho ‘be stealing’
ME: kabeh ‘steal’ / kababeh ‘bu-form’, pabehoa’ ‘accused of stealing’ (pa-a’), cf. ‘buy’",13
108,Moorden,murder,poh-beah,—,,,"ME: pahbė ‘hit’ [Kähler form?), (pa)kahre ‘kill’ (cf. Kähler: pakahade)",Rm_Contemporary_Enggano_Translation,"unclear
ME: pahbė ‘hit’ [Kähler form?), (pa)kahre ‘kill’ (cf. Kähler: pakahade)",13
108,Moorden,murder,poh-beah,—,,,unclear,Rm_Others,"unclear
ME: pahbė ‘hit’ [Kähler form?), (pa)kahre ‘kill’ (cf. Kähler: pakahade)",13
109,Dragen,carry,koleh,kor,,,ME: kor ‘carry on shoulder or in hands’,Rm_Contemporary_Enggano_Translation,"Kähler p. 157/164 kode~kore~kole ‘carry on shoulder’ 
ME: kor ‘carry on shoulder or in hands’",14
109,Dragen,carry,koleh,kor,,,Kähler p. 157/164 kode~kore~kole ‘carry on shoulder’ ,Rm_Kahler,"Kähler p. 157/164 kode~kore~kole ‘carry on shoulder’ 
ME: kor ‘carry on shoulder or in hands’",14
110,Vastbinden,tie up,pamieh,(kah)’u̇ a’,,,"ME: kah’u̇ a ‘tie’, *pam’u̇ a’ does not exist",Rm_Contemporary_Enggano_Translation,"Kähler p. 59 bu’ə̃́a’a ‘tie’ (<’ə̃́a’a), initial pam- unclear 
ME: kah’u̇ a ‘tie’, *pam’u̇ a’ does not exist",14
110,Vastbinden,tie up,pamieh,(kah)’u̇ a’,,,"Kähler p. 59 bu’ə̃́a’a ‘tie’ (<’ə̃́a’a), initial pam- unclear ",Rm_Kahler,"Kähler p. 59 bu’ə̃́a’a ‘tie’ (<’ə̃́a’a), initial pam- unclear 
ME: kah’u̇ a ‘tie’, *pam’u̇ a’ does not exist",14
111,Geven,give,pléh,pe,,,ME: pe ‘give’,Rm_Contemporary_Enggano_Translation,"Kähler p. 242 pē ‘give’, the -l- is unexplained
ME: pe ‘give’",14
111,Geven,give,pléh,pe,,,"Kähler p. 242 pē ‘give’, the -l- is unexplained",Rm_Kahler,"Kähler p. 242 pē ‘give’, the -l- is unexplained
ME: pe ‘give’",14
112,Losmaken,undo,améah,kėmia’?,,,"ME: kėmia’ ‘set free’, kė ‘open’",Rm_Contemporary_Enggano_Translation,"unclear, but Kähler has kõmõĩ ‘escape’, kikõmõĩa’a ‘set free’ 
ME: kėmia’ ‘set free’, kė ‘open’",14
112,Losmaken,undo,améah,kėmia’?,,,"unclear, but Kähler has kõmõĩ ‘escape’, kikõmõĩa’a ‘set free’ ",Rm_Others,"unclear, but Kähler has kõmõĩ ‘escape’, kikõmõĩa’a ‘set free’ 
ME: kėmia’ ‘set free’, kė ‘open’",14
113,Zoeken,look for,no-noi,inėn,,,ME: inėn ‘look for’,Rm_Contemporary_Enggano_Translation,"Kähler p. 209 nũnũ ‘look for’
ME: inėn ‘look for’",14
113,Zoeken,look for,no-noi,inėn,,,Kähler p. 209 nũnũ ‘look for’,Rm_Kahler,"Kähler p. 209 nũnũ ‘look for’
ME: inėn ‘look for’",14
114,Vinden,find,béo-boh,(ba’oboh),,,"ME: ba’oboh (< a’ob) ‘get hit’ (IN: ‘nanti kamu kena’, adversative passive, [Kähler form?], pakõha’ ‘find’",Rm_Contemporary_Enggano_Translation,"unclear, Kähler only has kõ’õhõá’a (p. 167)
ME: ba’oboh (< a’ob) ‘get hit’ (IN: ‘nanti kamu kena’, adversative passive, [Kähler form?], pakõha’ ‘find’",14
114,Vinden,find,béo-boh,(ba’oboh),,,"unclear, Kähler only has kõ’õhõá’a (p. 167)",Rm_Others,"unclear, Kähler only has kõ’õhõá’a (p. 167)
ME: ba’oboh (< a’ob) ‘get hit’ (IN: ‘nanti kamu kena’, adversative passive, [Kähler form?], pakõha’ ‘find’",14
115,Spreken,speak,hidjie,(yic),,,"ME: kaici ‘speak’, yic ‘voice’",Rm_Contemporary_Enggano_Translation,"Kähler p. 90 (e)iciẽiji ‘voice, word, sound, tone, conversation, message, issue’
ME: kaici ‘speak’, yic ‘voice’",14
115,Spreken,speak,hidjie,(yic),,,"Kähler p. 90 (e)iciẽiji ‘voice, word, sound, tone, conversation, message, issue’",Rm_Kahler,"Kähler p. 90 (e)iciẽiji ‘voice, word, sound, tone, conversation, message, issue’
ME: kaici ‘speak’, yic ‘voice’",14
116,Maken,make,papa rèie,parpari’,,,ME: parpari’ ‘make’,Rm_Contemporary_Enggano_Translation,"Kähler p. 232 padí’o ‘produce, make, work on, prepare’, maybe reduplicated form
ME: parpari’ ‘make’",14
116,Maken,make,papa rèie,parpari’,,,"Kähler p. 232 padí’o ‘produce, make, work on, prepare’, maybe reduplicated form",Rm_Kahler,"Kähler p. 232 padí’o ‘produce, make, work on, prepare’, maybe reduplicated form
ME: parpari’ ‘make’",14
117,Roeijen,row,vha-hodjie,ba’ic?,,,"ME: u̇ ic ‘to paddle/row’, yu̇’u̇ ic ‘oar’ kaba’ic ‘dependent form’, kau̇’ic, ėg. adu̇ r ean kabah’u̇ ic ‘after that we are rowing’, ah’u̇ i ‘rowing’",Rm_Contemporary_Enggano_Translation,"Kähler p. 218 ’õ͜ici ‘row’ (is the form ba’õ͜ici attested?)
ME: u̇ ic ‘to paddle/row’, yu̇’u̇ ic ‘oar’ kaba’ic ‘dependent form’, kau̇’ic, ėg. adu̇ r ean kabah’u̇ ic ‘after that we are rowing’, ah’u̇ i ‘rowing’",14
117,Roeijen,row,vha-hodjie,ba’ic?,,,Kähler p. 218 ’õ͜ici ‘row’ (is the form ba’õ͜ici attested?),Rm_Kahler,"Kähler p. 218 ’õ͜ici ‘row’ (is the form ba’õ͜ici attested?)
ME: u̇ ic ‘to paddle/row’, yu̇’u̇ ic ‘oar’ kaba’ic ‘dependent form’, kau̇’ic, ėg. adu̇ r ean kabah’u̇ ic ‘after that we are rowing’, ah’u̇ i ‘rowing’",14
118,Trouwen,marry,paharadoe,—,,,"ME: pahu̇ n ‘have a wife’, ba’dar ‘have a husband’, kawer ‘marry’, ėg. Susi kibuh ba’dar Engga (have as husband), Engga kibuh ma’hu̇ n Susi (have as wife) [Does this example show that Walland interviewed a woman?]",Rm_Contemporary_Enggano_Translation,"Kähler p. 35 ba’adadu~ba’aradu ‘marry a man’ (< dadu ‘husband’)
ME: pahu̇ n ‘have a wife’, ba’dar ‘have a husband’, kawer ‘marry’, ėg. Susi kibuh ba’dar Engga (have as husband), Engga kibuh ma’hu̇ n Susi (have as wife) [Does this example show that Walland interviewed a woman?]",14
118,Trouwen,marry,paharadoe,—,,,Kähler p. 35 ba’adadu~ba’aradu ‘marry a man’ (< dadu ‘husband’),Rm_Kahler,"Kähler p. 35 ba’adadu~ba’aradu ‘marry a man’ (< dadu ‘husband’)
ME: pahu̇ n ‘have a wife’, ba’dar ‘have a husband’, kawer ‘marry’, ėg. Susi kibuh ba’dar Engga (have as husband), Engga kibuh ma’hu̇ n Susi (have as wife) [Does this example show that Walland interviewed a woman?]",14
119,Bevallen,to please,poh-poh-reh-parah,—,,,"unclear, not recognized by Milson and Engga",Rm_Others,"unclear, not recognized by Milson and Engga",14
120,Praten,talk,penah nahoe,panana,,,ME: panana (red. of pana ‘speak’),Rm_Contemporary_Enggano_Translation,"Kähler p. 237 (ki)pananaũ ‘keep talking’ (reduplicated form of panaũ ‘talk’)
ME: panana (red. of pana ‘speak’)",14
120,Praten,talk,penah nahoe,panana,,,Kähler p. 237 (ki)pananaũ ‘keep talking’ (reduplicated form of panaũ ‘talk’),Rm_Kahler,"Kähler p. 237 (ki)pananaũ ‘keep talking’ (reduplicated form of panaũ ‘talk’)
ME: panana (red. of pana ‘speak’)",14
121,Ruiken,smell,menoeh,minu’,,,ME: minu’ ‘smell’,Rm_Contemporary_Enggano_Translation,"Kähler p. 192 mĩnũ’ũĩ ‘smell, sniff at’ no final vowel in Walland but in Kähler!
ME: minu’ ‘smell’",14
121,Ruiken,smell,menoeh,minu’,,,"Kähler p. 192 mĩnũ’ũĩ ‘smell, sniff at’ no final vowel in Walland but in Kähler!",Rm_Kahler,"Kähler p. 192 mĩnũ’ũĩ ‘smell, sniff at’ no final vowel in Walland but in Kähler!
ME: minu’ ‘smell’",14
122,Loopen,run,kah,(kah),,,ME: kah ‘go’,Rm_Contemporary_Enggano_Translation,"Kähler p. 1 kā ‘go away’
ME: kah ‘go’",15
122,Loopen,run,kah,(kah),,,Kähler p. 1 kā ‘go away’,Rm_Kahler,"Kähler p. 1 kā ‘go away’
ME: kah ‘go’",15
123,Zeilen,sail,ke-poeakah,(kipuak),,,"ME: kipuak ‘I will leave, I will go’",Rm_Contemporary_Enggano_Translation,"Kähler p. 261 kipu(’)aka ‘leave, depart, go on travels’ 
ME: kipuak ‘I will leave, I will go’",15
123,Zeilen,sail,ke-poeakah,(kipuak),,,"Kähler p. 261 kipu(’)aka ‘leave, depart, go on travels’ ",Rm_Kahler,"Kähler p. 261 kipu(’)aka ‘leave, depart, go on travels’ 
ME: kipuak ‘I will leave, I will go’",15
124,Uitwerpen (anker),throw out (anchor),menapa-pahoea oebah,—,,,ME: ka(h)’ñbña’~kah’ėbña’ ‘use’,Rm_Contemporary_Enggano_Translation,"unclear, but Kähler p. 214 ki’obua’a ‘use, throw sth., do sth. with sth.’
ME: ka(h)’ñbña’~kah’ėbña’ ‘use’",15
124,Uitwerpen (anker),throw out (anchor),menapa-pahoea oebah,—,,,"unclear, but Kähler p. 214 ki’obua’a ‘use, throw sth., do sth. with sth.’",Rm_Others,"unclear, but Kähler p. 214 ki’obua’a ‘use, throw sth., do sth. with sth.’
ME: ka(h)’ñbña’~kah’ėbña’ ‘use’",15
125,Brandhout,firewood,kekoeoh djowbie,ku yėb,,,"ME: ku pahbñh ‘firewood for cooking’, ku yėb ‘wood to make fire’ (rarely used acc. to Milson, Engga doesn’t recognize this, this form would be *ekuoẽkue u’obi in Kähler, but not attested on pp. 175 or 186",Rm_Contemporary_Enggano_Translation,"Kähler p. 82 ehoku u’obi ‘firewood’, composed of hoku ‘tree stump’ (p. 82) and obi ‘fire’ (p. 213), but initial ke- and dj-, but maybe the first part is a misspelling of hoku?
ME: ku pahbñh ‘firewood for cooking’, ku yėb ‘wood to make fire’ (rarely used acc. to Milson, Engga doesn’t recognize this, this form would be *ekuoẽkue u’obi in Kähler, but not attested on pp. 175 or 186",15
125,Brandhout,firewood,kekoeoh djowbie,ku yėb,,,"Kähler p. 82 ehoku u’obi ‘firewood’, composed of hoku ‘tree stump’ (p. 82) and obi ‘fire’ (p. 213), but initial ke- and dj-, but maybe the first part is a misspelling of hoku?",Rm_Kahler,"Kähler p. 82 ehoku u’obi ‘firewood’, composed of hoku ‘tree stump’ (p. 82) and obi ‘fire’ (p. 213), but initial ke- and dj-, but maybe the first part is a misspelling of hoku?
ME: ku pahbñh ‘firewood for cooking’, ku yėb ‘wood to make fire’ (rarely used acc. to Milson, Engga doesn’t recognize this, this form would be *ekuoẽkue u’obi in Kähler, but not attested on pp. 175 or 186",15
126,Visch,fish,aijoh,’iai,,,ME: ’iai ‘fish’,Rm_Contemporary_Enggano_Translation,"Kähler p. 10 e’ã͜íyo ‘fish’ (PAN < *kawil-ən ‘fishhook’) 
ME: ’iai ‘fish’",15
126,Visch,fish,aijoh,’iai,,,Kähler p. 10 e’ã͜íyo ‘fish’ (PAN < *kawil-ən ‘fishhook’) ,Rm_Kahler,"Kähler p. 10 e’ã͜íyo ‘fish’ (PAN < *kawil-ən ‘fishhook’) 
ME: ’iai ‘fish’",15
127,Vreemdeling,foreigner,fakka mehonoh,—,,,ME: only has ko’mai ‘foreigner’,Rm_Contemporary_Enggano_Translation,"misspelling of taka ‘human’, cf. ‘person’
Kähler p. 193 ekaka kude mõhõ ‘person from outside’, but leaves final -no unexplained
ME: only has ko’mai ‘foreigner’",15
127,Vreemdeling,foreigner,fakka mehonoh,—,,,"Kähler p. 193 ekaka kude mõhõ ‘person from outside’, but leaves final -no unexplained",Rm_Kahler,"misspelling of taka ‘human’, cf. ‘person’
Kähler p. 193 ekaka kude mõhõ ‘person from outside’, but leaves final -no unexplained
ME: only has ko’mai ‘foreigner’",15
127,Vreemdeling,foreigner,fakka mehonoh,—,,,"misspelling of taka ‘human’, cf. ‘person’",Rm_Others,"misspelling of taka ‘human’, cf. ‘person’
Kähler p. 193 ekaka kude mõhõ ‘person from outside’, but leaves final -no unexplained
ME: only has ko’mai ‘foreigner’",15
128,Rottan,rattan,kiehie,kĩhĩ,,,"Kähler p. 143 ekĩhī ‘thin k.o. rattan’, apparently Calamus insignis Griff.",Rm_Kahler,"Kähler p. 143 ekĩhī ‘thin k.o. rattan’, apparently Calamus insignis Griff.",15
129,Rottan Touw,"rope, ratten",kho-ia,kô’ĩa,,,"Kähler p. 161 ekô’ĩaô ‘k.o. tree’, Kähler translates this as baguk, but it’s actually melinjo, apparently Gnetum gnemon L.",Rm_Kahler,"Kähler p. 161 ekô’ĩaô ‘k.o. tree’, Kähler translates this as baguk, but it’s actually melinjo, apparently Gnetum gnemon L.",15
130,Grof rottan,"rope,coarse",kho-ia-ma-akoe,kô’ĩa + ?,kekerahah,—,"HL: first part from Kähler p. 161 ekô’ĩaô (cf. above at ‘rope, rattan’), second part unclear",Rm_HL,"HL: first part from Kähler p. 161 ekô’ĩaô (cf. above at ‘rope, rattan’), second part unclear
LL: unclear, not recognized Engga and Milson for ME
ME: (kadi) kô’ĩa ‘melinjo (rope)’",15
130,Grof rottan,"rope,coarse",kho-ia-ma-akoe,kô’ĩa + ?,kekerahah,—,"LL: unclear, not recognized Engga and Milson for ME",Rm_LL,"HL: first part from Kähler p. 161 ekô’ĩaô (cf. above at ‘rope, rattan’), second part unclear
LL: unclear, not recognized Engga and Milson for ME
ME: (kadi) kô’ĩa ‘melinjo (rope)’",15
130,Grof rottan,"rope,coarse",kho-ia-ma-akoe,kô’ĩa + ?,kekerahah,—,ME: (kadi) kô’ĩa ‘melinjo (rope)’,Rm_Contemporary_Enggano_Translation,"HL: first part from Kähler p. 161 ekô’ĩaô (cf. above at ‘rope, rattan’), second part unclear
LL: unclear, not recognized Engga and Milson for ME
ME: (kadi) kô’ĩa ‘melinjo (rope)’",15
131,Brits (balie balie),plank bed (balé-balé),kho-inoh,—,,,"unclear, not recognized by Engga and Milson",Rm_Others,"unclear, not recognized by Engga and Milson",15
132,Mat,mat,oehouw-oenie manu,—,,,"ME: uehe ‘bed, place to sleep, mat’",Rm_Contemporary_Enggano_Translation,"unclear, Kähler has eanũa ‘sleeping mat’ (p. 16) and e’uehea ‘place to sleep, bed, mat plaited from leaves’ (p. 283), the second recognized by Milson but not by Engga
ME: uehe ‘bed, place to sleep, mat’",15
132,Mat,mat,oehouw-oenie manu,—,,,"unclear, Kähler has eanũa ‘sleeping mat’ (p. 16) and e’uehea ‘place to sleep, bed, mat plaited from leaves’ (p. 283), the second recognized by Milson but not by Engga",Rm_Others,"unclear, Kähler has eanũa ‘sleeping mat’ (p. 16) and e’uehea ‘place to sleep, bed, mat plaited from leaves’ (p. 283), the second recognized by Milson but not by Engga
ME: uehe ‘bed, place to sleep, mat’",15
133,Mandje (bord),basket,o-nèkeh,onekũnek,,,ME: onekũnek ‘basket’ (both variants exist),Rm_Contemporary_Enggano_Translation,"Kähler p. 287 e’ũnẽkẽ ‘basket to store food’
ME: onekũnek ‘basket’ (both variants exist)",15
133,Mandje (bord),basket,o-nèkeh,onekũnek,,,Kähler p. 287 e’ũnẽkẽ ‘basket to store food’,Rm_Kahler,"Kähler p. 287 e’ũnẽkẽ ‘basket to store food’
ME: onekũnek ‘basket’ (both variants exist)",15
134,Klappers,coconut,epoh (fi-èloh),(po pi ...),kaloekoe (Boegineesch),—,"LL: Buginese kaluku (listed in the Buginese dictionary 1883, p. 27, by the Mission Press, and in Said 1977:95), Milson doesn’t recognize this",Rm_LL,"Kähler p. 254 epō ‘coconut (palm)’ (< PAN *puqun ‘base of tree’), the second part in parentheses is unclear, maybe a compound with pia ‘garden’ (p. 248)?
LL: Buginese kaluku (listed in the Buginese dictionary 1883, p. 27, by the Mission Press, and in Said 1977:95), Milson doesn’t recognize this
ME: po pi ... ‘coconut garden’",16
134,Klappers,coconut,epoh (fi-èloh),(po pi ...),kaloekoe (Boegineesch),—,ME: po pi ... ‘coconut garden’,Rm_Contemporary_Enggano_Translation,"Kähler p. 254 epō ‘coconut (palm)’ (< PAN *puqun ‘base of tree’), the second part in parentheses is unclear, maybe a compound with pia ‘garden’ (p. 248)?
LL: Buginese kaluku (listed in the Buginese dictionary 1883, p. 27, by the Mission Press, and in Said 1977:95), Milson doesn’t recognize this
ME: po pi ... ‘coconut garden’",16
134,Klappers,coconut,epoh (fi-èloh),(po pi ...),kaloekoe (Boegineesch),—,"Kähler p. 254 epō ‘coconut (palm)’ (< PAN *puqun ‘base of tree’), the second part in parentheses is unclear, maybe a compound with pia ‘garden’ (p. 248)?",Rm_Kahler,"Kähler p. 254 epō ‘coconut (palm)’ (< PAN *puqun ‘base of tree’), the second part in parentheses is unclear, maybe a compound with pia ‘garden’ (p. 248)?
LL: Buginese kaluku (listed in the Buginese dictionary 1883, p. 27, by the Mission Press, and in Said 1977:95), Milson doesn’t recognize this
ME: po pi ... ‘coconut garden’",16
135,Olie,oil,fiopoh,(mia’ po),,,ME: mia’ po ‘coconut oil’,Rm_Contemporary_Enggano_Translation,"unclear, not recognized by Engga and Milson, but maybe a compound of ‘coconut + oil’, Milson says that in the olden days people used coconut oil to make fire
ME: mia’ po ‘coconut oil’",16
135,Olie,oil,fiopoh,(mia’ po),,,"unclear, not recognized by Engga and Milson, but maybe a compound of ‘coconut + oil’, Milson says that in the olden days people used coconut oil to make fire",Rm_Others,"unclear, not recognized by Engga and Milson, but maybe a compound of ‘coconut + oil’, Milson says that in the olden days people used coconut oil to make fire
ME: mia’ po ‘coconut oil’",16
136,Eijeren,eggs,haoah ko-eikoh,—,,,ME: teror (< Malay telor ‘egg’),Rm_Contemporary_Enggano_Translation,"literally ‘child of fowl’, probably with a typo of o instead of r (cf. ‘child’), Kähler has eara uki’adobu (p. 20), cf. ‘rooster’ for the second part, ME doesn’t use this compound anymore 
ME: teror (< Malay telor ‘egg’)",16
136,Eijeren,eggs,haoah ko-eikoh,—,,,"literally ‘child of fowl’, probably with a typo of o instead of r (cf. ‘child’), Kähler has eara uki’adobu (p. 20), cf. ‘rooster’ for the second part, ME doesn’t use this compound anymore ",Rm_Others,"literally ‘child of fowl’, probably with a typo of o instead of r (cf. ‘child’), Kähler has eara uki’adobu (p. 20), cf. ‘rooster’ for the second part, ME doesn’t use this compound anymore 
ME: teror (< Malay telor ‘egg’)",16
137,Rijst,rice,heroh-kioh,arkih,,,ME: arkih ‘rice’,Rm_Contemporary_Enggano_Translation,"literally ‘child of ant’, cf Kähler eara ukíxo ‘husked rice (IN: beras)’
ME: arkih ‘rice’",16
137,Rijst,rice,heroh-kioh,arkih,,,"literally ‘child of ant’, cf Kähler eara ukíxo ‘husked rice (IN: beras)’",Rm_Others,"literally ‘child of ant’, cf Kähler eara ukíxo ‘husked rice (IN: beras)’
ME: arkih ‘rice’",16
138,Hoofdbedekk ing,headgear,kali-kokoh-oeloé,kadi yur / toko’,,,"ME: kadi yur ‘traditional headgear’ (< IN: tali ‘rope’), toko’ yur ‘hat’ and yõkõ’ (yur) ‘traditional headscarf’, not found in Kähler except for kadī~kadiō ‘rope’ (p. 108/109) kokoh might refer to the nipa palm?",Rm_Contemporary_Enggano_Translation,"ME: kadi yur ‘traditional headgear’ (< IN: tali ‘rope’), toko’ yur ‘hat’ and yõkõ’ (yur) ‘traditional headscarf’, not found in Kähler except for kadī~kadiō ‘rope’ (p. 108/109) kokoh might refer to the nipa palm?",16
139,Kleeding in het algemeen,clothing in general,do-boe-oe,dobu’,,,ME: dobu’ ‘my goods’ (< dobu),Rm_Contemporary_Enggano_Translation,"Kähler p. 44 edobuẽlobu ‘matter, thing, goods, possession, gift, jewelry’ with possessive suffix -’u ‘my’
ME: dobu’ ‘my goods’ (< dobu)",16
139,Kleeding in het algemeen,clothing in general,do-boe-oe,dobu’,,,"Kähler p. 44 edobuẽlobu ‘matter, thing, goods, possession, gift, jewelry’ with possessive suffix -’u ‘my’",Rm_Kahler,"Kähler p. 44 edobuẽlobu ‘matter, thing, goods, possession, gift, jewelry’ with possessive suffix -’u ‘my’
ME: dobu’ ‘my goods’ (< dobu)",16
140,Kleeding van het bovenlijf,clothing of the upper-body,oefah,(yėpėrd?),kali-kekoh,kadi kok,"HL: unclear, but cf. Kähler p. 228 eopõ͜uda ‘clothing material, cloth’, maybe a misspelling of oedah or oetah with clipping of first syllable",Rm_HL,"HL: unclear, but cf. Kähler p. 228 eopõ͜uda ‘clothing material, cloth’, maybe a misspelling of oedah or oetah with clipping of first syllable
LL: unclear, but maybe a compound of ‘rope + breast’ as there is no tradition of clothing on Enggano, cf. Kähler kadī~kadiō ‘rope’ + ekoko ‘breast’
ME: ?yėpėrd ‘cloth’
ME: kadi kok ‘breast rope’",16
140,Kleeding van het bovenlijf,clothing of the upper-body,oefah,(yėpėrd?),kali-kekoh,kadi kok,"LL: unclear, but maybe a compound of ‘rope + breast’ as there is no tradition of clothing on Enggano, cf. Kähler kadī~kadiō ‘rope’ + ekoko ‘breast’",Rm_LL,"HL: unclear, but cf. Kähler p. 228 eopõ͜uda ‘clothing material, cloth’, maybe a misspelling of oedah or oetah with clipping of first syllable
LL: unclear, but maybe a compound of ‘rope + breast’ as there is no tradition of clothing on Enggano, cf. Kähler kadī~kadiō ‘rope’ + ekoko ‘breast’
ME: ?yėpėrd ‘cloth’
ME: kadi kok ‘breast rope’",16
140,Kleeding van het bovenlijf,clothing of the upper-body,oefah,(yėpėrd?),kali-kekoh,kadi kok,ME: ?yėpėrd ‘cloth’,Rm_Contemporary_Enggano_Translation,"HL: unclear, but cf. Kähler p. 228 eopõ͜uda ‘clothing material, cloth’, maybe a misspelling of oedah or oetah with clipping of first syllable
LL: unclear, but maybe a compound of ‘rope + breast’ as there is no tradition of clothing on Enggano, cf. Kähler kadī~kadiō ‘rope’ + ekoko ‘breast’
ME: ?yėpėrd ‘cloth’
ME: kadi kok ‘breast rope’",16
140,Kleeding van het bovenlijf,clothing of the upper-body,oefah,(yėpėrd?),kali-kekoh,kadi kok,ME: kadi kok ‘breast rope’,Rm_Contemporary_Enggano_Translation,"HL: unclear, but cf. Kähler p. 228 eopõ͜uda ‘clothing material, cloth’, maybe a misspelling of oedah or oetah with clipping of first syllable
LL: unclear, but maybe a compound of ‘rope + breast’ as there is no tradition of clothing on Enggano, cf. Kähler kadī~kadiō ‘rope’ + ekoko ‘breast’
ME: ?yėpėrd ‘cloth’
ME: kadi kok ‘breast rope’",16
141,Kleeding van het benedenlijf (sarong of broek),clothing of the lower-body,akah-wioh,(karwah),kali-kekoh,kadi kok,"HL: unclear, but cf. Kähler p. 125 ekarawae ‘trousers’ (< Malay/Minang serawal ‘trousers’)",Rm_HL,"HL: unclear, but cf. Kähler p. 125 ekarawae ‘trousers’ (< Malay/Minang serawal ‘trousers’)
LL: cf. above
ME: karwah ‘trousers’, also yñ’ña’ ‘strap’, aroro’ ‘rock’",17
141,Kleeding van het benedenlijf (sarong of broek),clothing of the lower-body,akah-wioh,(karwah),kali-kekoh,kadi kok,LL: cf. above,Rm_LL,"HL: unclear, but cf. Kähler p. 125 ekarawae ‘trousers’ (< Malay/Minang serawal ‘trousers’)
LL: cf. above
ME: karwah ‘trousers’, also yñ’ña’ ‘strap’, aroro’ ‘rock’",17
141,Kleeding van het benedenlijf (sarong of broek),clothing of the lower-body,akah-wioh,(karwah),kali-kekoh,kadi kok,"ME: karwah ‘trousers’, also yñ’ña’ ‘strap’, aroro’ ‘rock’",Rm_Contemporary_Enggano_Translation,"HL: unclear, but cf. Kähler p. 125 ekarawae ‘trousers’ (< Malay/Minang serawal ‘trousers’)
LL: cf. above
ME: karwah ‘trousers’, also yñ’ña’ ‘strap’, aroro’ ‘rock’",17
142,Sprei,cover/blank et,Kho-pie,(kõp),,,ME: kõp ‘to cover’,Rm_Contemporary_Enggano_Translation,"Kähler p. 169: kõpĩ ‘to cover’ / eõkõpĩ ‘something used to cover’
ME: kõp ‘to cover’",17
142,Sprei,cover/blank et,Kho-pie,(kõp),,,Kähler p. 169: kõpĩ ‘to cover’ / eõkõpĩ ‘something used to cover’,Rm_Kahler,"Kähler p. 169: kõpĩ ‘to cover’ / eõkõpĩ ‘something used to cover’
ME: kõp ‘to cover’",17
143,Parang,machete,khobie,—,,,"cf. Mandar kobe~kobi’~koβi ‘machete’, Milson and Engga don’t recognize this word",Rm_Others,"cf. Mandar kobe~kobi’~koβi ‘machete’, Milson and Engga don’t recognize this word",17
144,Mes,knife,e-aw,e’a,pieko-pieko,—,HL: Kähler p. 22 ea’au ‘knife’,Rm_HL,"HL: Kähler p. 22 ea’au ‘knife’
LL: unclear, but maybe from piko-piko as a borrowing from Malay pisau-pisau ‘knives’
ME: e’a ‘knife’ (cf. e’au ‘my knife’)",17
